Date, WU_422, WV_423,WU_mean,WV_mean,WU_anom,WV_anom
10/15/16 0:00,-9.868389,-0.23368645,-2.923851,1.260491,-6.944538,-1.49417745
10/16/16 0:00,-8.91839,0.37117958,-2.871967,-0.2929955,-6.046423,0.66417508
10/17/16 0:00,-4.482518,4.662359,-2.731573,-0.5341065,-1.750945,5.1964655
10/18/16 0:00,4.018488,3.7841547,-2.508774,-1.422249,6.527262,5.2064037
10/19/16 0:00,1.5021248,-0.76203537,-2.273767,-2.505722,3.7758918,1.74368663
10/20/16 0:00,3.883494,-3.7553678,-2.160842,-2.902487,6.044336,-0.8528808
10/21/16 0:00,8.507378,-3.2994137,-2.130322,-2.389745,10.6377,-0.9096687
10/22/16 0:00,6.6951294,-1.2668858,-2.3226,-3.195483,9.0177294,1.9285972
10/23/16 0:00,3.8089008,3.0405369,-2.691897,-2.661376,6.5007978,5.7019129
10/24/16 0:00,-2.9130862,6.8511147,-2.917747,-2.978788,0.0046608,9.8299027
10/25/16 3:00,-3.639511,7.4146347,-2.807874,-3.024569,-0.831637,10.4392037
10/26/16 3:00,-4.2841616,8.677904,-2.466046,-1.49855,-1.8181156,10.176454
10/27/16 3:00,-4.055656,7.5241833,-2.301236,-1.275751,-1.75442,8.7999343
10/28/16 3:00,-1.1740665,4.173424,-2.261559,-1.63284,1.0874925,5.806264
10/29/16 3:00,-11.416901,2.8006358,-2.151686,-1.236075,-9.265215,4.0367108
10/30/16 3:00,-5.261162,7.4576855,-1.898367,-1.049901,-3.362795,8.5075865
10/31/16 3:00,-7.930254,-1.787615,-1.79765,-0.9369754,-6.132604,-0.8506396
11/1/16 0:00,-5.1945133,-3.982962,-2.047917,-1.413093,-3.1465963,-2.569869
11/2/16 0:00,-7.9089546,-4.178085,-2.447734,-0.991912,-5.4612206,-3.186173
11/3/16 0:00,-14.042864,-3.2563953,-2.765146,-1.049901,-11.277718,-2.2064943
11/4/16 0:00,-11.640928,-3.0228899,-2.987944,-1.684724,-8.652984,-1.3381659
11/5/16 0:00,-6.874927,-5.8200674,-3.13139,-2.68274,-3.743537,-3.1373274
11/6/16 0:00,0.2811966,-4.7940674,-3.039829,-2.9971,3.3210256,-1.7969674
11/7/16 0:00,2.0466824,-2.850809,-2.844498,-2.444682,4.8911804,-0.406127
11/8/16 0:00,-1.060379,-1.7920475,-2.893331,-2.047917,1.832952,0.2558695
11/9/16 0:00,1.815382,-2.9356065,-3.110026,-1.815962,4.925408,-1.1196445
11/10/16 0:00,4.508274,-0.31804037,-3.052037,-1.321532,7.560311,1.00349163
11/11/16 0:00,-4.8837433,-4.025775,-2.47215,-1.541279,-2.4115933,-2.484496
11/12/16 0:00,-5.8737183,-4.8605022,-1.989928,-2.582023,-3.8837903,-2.2784792
11/13/16 0:00,-3.6698072,-3.557581,-1.996032,-2.221883,-1.6737752,-1.335698
11/14/16 0:00,-5.310972,-2.0768032,-2.435525,-2.0235,-2.875447,-0.0533032
11/15/16 0:00,-2.7039366,-3.100998,-2.804822,-1.52907,0.1008854,-1.571928
11/16/16 0:00,2.4367294,2.3372517,-2.914695,-1.068213,5.3514244,3.4054647
11/17/16 0:00,-3.992364,7.8576355,-2.740729,-1.342896,-1.251635,9.2005315
11/18/16 0:00,-3.3475404,7.3016834,-2.429421,-1.28796,-0.9181194,8.5896434
11/19/16 0:00,-5.538841,2.1333866,-2.206623,-1.291012,-3.332218,3.4243986
11/20/16 0:00,-6.285862,0.78515244,-2.185258,-1.397833,-4.100604,2.18298544
11/21/16 0:00,-5.924032,-0.36890793,-2.163894,-1.84343,-3.760138,1.47452207
11/22/16 0:00,-9.371542,-1.1529217,-2.026552,-1.971616,-7.34499,0.8186943
11/23/16 0:00,-11.787575,-3.6713276,-1.745765,-1.880055,-10.04181,-1.7912726
11/24/16 0:00,-8.60816,-4.3069153,-1.504654,-2.0235,-7.103506,-2.2834153
11/25/16 3:00,-7.8530374,-4.7822914,-1.33374,-1.907523,-6.5192974,-2.8747684
11/26/16 3:00,-5.2356567,-5.871006,-1.254387,-1.959408,-3.9812697,-3.911598
11/27/16 3:00,-4.074957,-7.0350785,-1.202503,-1.79765,-2.872454,-5.2374285
11/28/16 3:00,-1.9210281,-2.6051908,-1.156722,-1.916679,-0.7643061,-0.6885118
11/29/16 3:00,-1.6085186,-0.74853134,-1.159774,-2.090645,-0.4487446,1.34211366
11/30/16 3:00,-1.6087679,-1.8780327,-1.239127,-1.928887,-0.3696409,0.0508543
12/1/16 0:00,0.885828,-0.9237175,-1.312376,-1.464978,2.198204,0.5412605
12/2/16 0:00,1.198082,-1.8048939,-1.31848,-1.819014,2.516562,0.0141201
12/3/16 0:00,-0.61631393,-1.442646,-1.361208,-2.188311,0.74489407,0.745665
12/4/16 0:00,-0.42819214,3.2060776,-1.544331,-2.206623,1.11613886,5.4127006
12/5/16 0:00,-2.1945467,4.2871475,-1.770181,-1.904471,-0.4243657,6.1916185
12/6/16 0:00,-2.1446972,3.415924,-1.864795,-1.837326,-0.2799022,5.25325
12/7/16 0:00,-0.7504654,3.7965488,-1.907523,-1.043797,1.1570576,4.8403458
12/8/16 0:00,-0.79006934,4.0050263,-2.005188,-1.062109,1.21511866,5.0671353
12/9/16 0:00,-0.63469315,3.3037186,-2.066229,-1.880055,1.43153585,5.1837736
12/10/16 0:00,0.80527496,3.154728,-1.974668,-2.267663,2.77994296,5.422391
12/11/16 0:00,-2.1356945,1.6345501,-1.837326,-2.466046,-0.2983685,4.1005961
12/12/16 0:00,1.2000275,2.4393787,-1.761025,-2.212727,2.9610525,4.6521057
12/13/16 0:00,-1.4314919,-1.5752125,-1.779338,-1.831222,0.3478461,0.2560095
12/14/16 0:00,-4.167223,-1.0935364,-1.864795,-1.693881,-2.302428,0.6003446
12/15/16 0:00,-3.5065308,1.2818489,-1.996032,-1.672516,-1.5104988,2.9543649
12/16/16 0:00,-1.2976608,3.1987019,-2.102854,-1.565695,0.8051932,4.7643969
12/17/16 0:00,-5.502715,0.22714376,-2.066229,-2.145582,-3.436486,2.37272576
12/18/16 0:00,-3.78438,-1.0444868,-2.041813,-1.31848,-1.742567,0.2739932
12/19/16 0:00,-1.6506342,-1.5523663,-2.038761,-1.733557,0.3881268,0.1811907
12/20/16 0:00,1.9558501,-0.8592243,-1.996032,-1.577903,3.9518821,0.7186787
12/21/16 0:00,2.2487822,3.2417698,-1.831222,-1.471082,4.0800042,4.7128518
12/22/16 0:00,2.3924737,4.7490444,-1.635892,-1.30322,4.0283657,6.0522644
12/23/16 0:00,4.094208,2.5119464,-1.504654,-1.31848,5.598862,3.8304264
12/24/16 0:00,2.7411041,2.7350235,-1.391729,-1.12315,4.1328331,3.8581735
12/25/16 0:00,0.35543633,-1.2330284,-1.315428,-0.8820387,1.67086433,-0.3509897
12/26/16 0:00,-4.3655906,-4.9124355,-1.300168,-1.361208,-3.0654226,-3.5512275
12/27/16 0:00,-1.5612497,-4.3458147,-1.324584,-1.126202,-0.2366657,-3.2196127
12/28/16 0:00,-2.2928562,-3.6390686,-1.400885,-1.577903,-0.8919712,-2.0611656
12/29/16 0:00,-5.078144,-2.5116062,-1.486342,-1.608423,-3.591802,-0.9031832
12/30/16 0:00,-5.176383,0.21629333,-1.532123,-1.63284,-3.64426,1.84913333
12/31/16 0:00,4.223011,3.920948,-1.568747,-1.464978,5.791758,5.385926
1/1/17 0:00,-2.5045505,4.002552,-1.538227,-2.151686,-0.9663235,6.154238
1/2/17 0:00,1.5698496,7.2871137,-1.410041,-1.605371,2.9798906,8.8924847
1/3/17 0:00,3.9854164,4.7101755,-1.28796,-1.065161,5.2733764,5.7753365
1/4/17 0:00,1.0555363,3.975481,-1.294064,-0.9308712,2.3496003,4.9063522
1/5/17 0:00,5.1099243,1.8150787,-1.321532,-1.272699,6.4314563,3.0877777
1/6/17 0:00,-0.7947788,3.7922897,-1.239127,-1.025484,0.4443482,4.8177737
1/7/17 0:00,3.1828766,5.8637867,-1.150618,-0.9827559,4.3334946,6.8465426
1/8/17 0:00,0.87527084,4.4755096,-1.178086,-0.8118418,2.05335684,5.2873514
1/9/17 0:00,1.8852158,3.391079,-1.330688,-1.416145,3.2159038,4.807224
1/10/17 0:00,2.2272758,3.8139706,-1.477186,-1.608423,3.7044618,5.4223936
1/11/17 0:00,4.5836315,0.0520916,-1.48329,-1.321532,6.0669215,1.3736236
1/12/17 0:00,4.6365166,-1.7444706,-1.464978,-1.291012,6.1014946,-0.4534586
1/13/17 0:00,-0.17987442,-5.184181,-1.547383,-1.745765,1.36750858,-3.438416
1/14/17 0:00,-2.8108673,-4.605093,-1.767129,-1.495498,-1.0437383,-3.109595
1/15/17 0:00,-0.1969378,-2.7133198,-1.938043,-1.388677,1.7411052,-1.3246428
1/16/17 0:00,0.40895367,1.3809615,-2.084541,-1.071265,2.49349467,2.4522265
1/17/17 0:00,-0.2173897,-1.9225159,-2.12727,-1.815962,1.9098803,-0.1065539
1/18/17 0:00,1.6084222,-0.7957878,-2.136426,-2.084541,3.7448482,1.2887532
1/19/17 0:00,0.8352965,-1.4568901,-2.099802,-2.426369,2.9350985,0.9694789
1/20/17 0:00,1.9971538,-0.73461676,-2.047917,-2.099802,4.0450708,1.36518524
1/21/17 0:00,3.8703766,0.8507118,-1.858691,-1.376469,5.7290676,2.2271808
1/22/17 0:00,2.9676971,2.2526073,-1.489394,-1.608423,4.4570911,3.8610303
1/23/17 0:00,-0.1311264,0.8895893,-1.049901,-1.440561,0.9187746,2.3301503
1/24/17 0:00,-2.6445293,-1.9948387,-0.7508011,-1.443614,-1.8937282,-0.5512247
1/25/17 0:00,-2.5733998,-4.241459,-0.7782694,-1.284908,-1.7951304,-2.956551
1/26/17 0:00,-2.0322742,-4.397272,-1.016328,-1.33374,-1.0159462,-3.063532
1/27/17 0:00,-4.053156,-4.4698477,-1.098733,-1.16893,-2.954423,-3.3009177
1/28/17 0:00,-3.428812,-2.476412,-0.9491835,-1.394781,-2.4796285,-1.081631
1/29/17 0:00,-3.2212937,-0.7499752,-0.7263848,-1.46803,-2.4949089,0.7180548
1/30/17 0:00,-2.762867,2.5577183,-0.6683961,-1.037693,-2.0944709,3.5954113
1/31/17 0:00,-2.097309,3.555523,-0.7599572,-1.257439,-1.3373518,4.812962
2/1/17 0:00,3.0785751,4.2508793,-0.9156111,-0.9797038,3.9941862,5.2305831
2/2/17 0:00,1.1518688,5.3696537,-1.01938,-1.461926,2.1712488,6.8315797
2/3/17 0:00,2.8677826,4.808832,-1.016328,-0.65924,3.8841106,5.468072
2/4/17 0:00,0.8779392,2.286068,-1.071265,-0.4455974,1.9492042,2.7316654
2/5/17 0:00,0.95083046,-0.9610691,-1.370365,-1.059057,2.32119546,0.0979879
2/6/17 0:00,-0.5748501,-3.3080444,-1.715245,-1.703037,1.1403949,-1.6050074
2/7/17 0:00,0.39421463,-1.0569935,-1.754921,-1.016328,2.14913563,-0.0406655
2/8/17 0:00,4.551111,-1.5460072,-1.49855,-0.7324889,6.049661,-0.8135183
2/9/17 0:00,3.274641,-2.9487762,-1.291012,-0.9766518,4.565653,-1.9721244
2/10/17 0:00,4.1467476,-1.1426468,-1.355104,-1.425301,5.5018516,0.2826542
2/11/17 0:00,4.9614353,-0.84879184,-1.486342,-1.687776,6.4477773,0.83898416
2/12/17 0:00,2.0164933,-1.8218127,-1.471082,-1.489394,3.4875753,-0.3324187
2/13/17 0:00,1.9816208,0.59114075,-1.31848,-1.507706,3.3001008,2.09884675
2/14/17 0:00,1.6399155,-1.643568,-1.196398,-1.63284,2.8363135,-0.010728
2/15/17 0:00,1.4973259,-2.3941612,-1.196398,-1.596215,2.6937239,-0.7979462
2/16/17 0:00,1.5684605,-1.6804838,-1.278803,-0.7874255,2.8472635,-0.8930583
2/17/17 0:00,0.48336744,-1.3384407,-1.358156,-0.8332061,1.84152344,-0.5052346
2/18/17 0:00,-1.6802197,-1.8532372,-1.214711,-1.037693,-0.4655087,-0.8155442
2/19/17 0:00,-2.93499,-3.463791,-0.7874255,-1.205555,-2.1475645,-2.258236
2/20/17 0:00,-0.469059,-2.1483803,-0.3387761,-0.9003509,-0.1302829,-1.2480294
2/21/17 0:00,0.74718666,-1.4426937,-0.2411109,-0.7569052,0.98829756,-0.6857885
2/22/17 0:00,0.8518295,-0.8302517,-0.5280024,-0.9766518,1.3798319,0.1464001
2/23/17 0:00,-2.424099,-1.7267915,-1.013276,-1.156722,-1.410823,-0.5700695
2/24/17 0:00,-6.629955,-4.2053623,-1.489394,-1.297116,-5.140561,-2.9082463
2/25/17 0:00,-5.6672955,-2.8509083,-1.736609,-1.315428,-3.9306865,-1.5354803
2/26/17 0:00,-9.543911,-3.8815632,-1.638944,-1.471082,-7.904967,-2.4104812
2/27/17 0:00,-3.7172718,-3.5675263,-1.416145,-1.059057,-2.3011268,-2.5084693
2/28/17 0:00,1.8631268,-1.8434247,-1.367313,-0.8148939,3.2304398,-1.0285308
3/1/17 0:00,1.6320534,2.196216,-1.584007,-0.6470318,3.2160604,2.8432478
3/2/17 0:00,4.1581287,-0.70664036,-1.809858,-1.007172,5.9679867,0.30053164
3/3/17 0:00,3.6841125,1.352562,-1.773234,-1.309324,5.4573465,2.661886
3/4/17 0:00,4.7339687,-0.55911064,-1.602319,-1.007172,6.3362877,0.44806136
3/5/17 0:00,1.716156,-1.0993137,-1.535175,-0.8026857,3.251331,-0.296628
3/6/17 0:00,2.6137924,0.67350197,-1.66336,-1.028536,4.2771524,1.70203797
3/7/17 0:00,2.1841574,1.2756214,-1.791546,-1.352052,3.9757034,2.6276734
3/8/17 0:00,-0.38224983,2.9092898,-1.81291,-1.654204,1.43066017,4.5634938
3/9/17 0:00,2.2382245,6.1358843,-1.748817,-1.507706,3.9870415,7.6435903
3/10/17 0:00,2.1776752,5.122546,-1.67862,-1.144514,3.8562952,6.26706
3/11/17 0:00,2.9881172,3.2204342,-1.550435,-1.294064,4.5385522,4.5144982
3/12/17 0:00,2.4012656,0.7982216,-1.330688,-1.190294,3.7319536,1.9885156
3/13/17 0:00,3.071663,0.9344578,-1.187242,-1.104837,4.258905,2.0392948
3/14/17 0:00,2.7214098,1.1333592,-1.171982,-0.8972989,3.8933918,2.0306581
3/15/17 0:00,2.9444094,-0.59462714,-1.159774,-1.062109,4.1041834,0.46748186
3/16/17 0:00,-0.32754326,2.0546114,-0.98886,-1.202503,0.66131674,3.2571144
3/17/17 0:00,-1.684351,2.5627556,-0.8484663,-0.9644437,-0.8358847,3.5271993
3/18/17 0:00,-0.9449817,1.8403344,-0.9247672,-1.132306,-0.0202145,2.9726404
3/19/17 0:00,-0.08515787,2.4601822,-1.040745,-1.110941,0.95558713,3.5711232
3/20/17 0:00,2.4616485,2.4831576,-1.059057,-0.6226155,3.5207055,3.1057731
3/21/17 0:00,2.846324,2.9652328,-1.049901,-0.9797038,3.896225,3.9449366
3/22/17 0:00,1.0679944,3.2107763,-1.266595,-1.245231,2.3345894,4.4560073
3/23/17 0:00,2.973343,2.4237652,-1.681672,-1.388677,4.655015,3.8124422
3/24/17 0:00,4.112545,2.3198757,-1.996032,-1.815962,6.108577,4.1358377
3/25/17 0:00,3.2289112,3.231154,-1.925835,-1.846482,5.1547462,5.077636
3/26/17 0:00,2.7984545,0.9260683,-1.641996,-1.214711,4.4404505,2.1407793
3/27/17 0:00,0.5362854,0.3677559,-1.51381,-1.147566,2.0500954,1.5153219
3/28/17 0:00,-2.0084054,-0.63495445,-1.669464,-1.214711,-0.3389414,0.57975655
3/29/17 0:00,0.95625305,-1.2223842,-1.837326,-1.284908,2.79357905,0.0625238
3/30/17 0:00,1.911355,0.19262576,-1.776286,-1.059057,3.687641,1.25168276
3/31/17 0:00,-0.7609798,1.6613693,-1.623684,-0.912559,0.8627042,2.5739283
4/1/17 0:00,-2.5324564,-0.74977493,-1.645048,-0.7538531,-0.8874084,0.00407817
4/2/17 0:00,-3.0931578,-1.0347786,-1.849534,-1.028536,-1.2436238,-0.0062426
4/3/17 0:00,-4.0589676,-0.24990463,-1.999084,-1.446666,-2.0598836,1.19676137
4/4/17 0:00,-4.939539,-0.14296532,-1.974668,-1.751869,-2.964871,1.60890368
4/5/17 0:00,-3.9478648,-2.1200264,-1.867847,-1.654204,-2.0800178,-0.4658224
4/6/17 0:00,-1.2305737,-2.6780717,-1.718297,-1.126202,0.4877233,-1.5518697
4/7/17 0:00,-1.3163736,-2.4050274,-1.403937,-0.7050205,0.0875634,-1.7000069
4/8/17 0:00,-3.1596887,-1.7140274,-1.071265,-0.9583396,-2.0884237,-0.7556878
4/9/17 0:00,-4.665081,-2.2775555,-0.9705477,-0.7202807,-3.6945333,-1.5572748
4/10/17 0:00,-4.8721867,-1.6491089,-1.220815,-1.416145,-3.6513717,-0.2329639
4/11/17 0:00,-1.7109962,0.76511,-1.507706,-1.193347,-0.2032902,1.958457
4/12/17 0:00,0.15513492,1.0347701,-1.620632,-1.175034,1.77576692,2.2098041
4/13/17 0:00,-4.2914424,0.1331408,-1.696933,-1.135358,-2.5945094,1.2684988
4/14/17 0:00,-5.94911,0.48069096,-1.916679,-1.254387,-4.032431,1.73507796
4/15/17 0:00,-7.1725445,-0.44564497,-2.17305,-1.211659,-4.9994945,0.76601403
4/16/17 0:00,-7.118456,-0.4400921,-2.279872,-1.898367,-4.838584,1.4582749
4/17/17 0:00,-5.645302,-0.2186333,-2.267663,-2.151686,-3.377639,1.9330527
4/18/17 0:00,-2.9356794,-0.99463415,-2.194415,-1.556539,-0.7412644,0.56190485
4/19/17 0:00,-2.669139,-1.1726116,-2.118114,-0.8332061,-0.551025,-0.3394055
4/20/17 0:00,-2.9529057,-0.5986507,-2.054021,-0.9705477,-0.8988847,0.371897
4/21/17 0:00,-2.9007492,0.3930874,-1.950252,-1.461926,-0.9504972,1.8550134
4/22/17 0:00,-2.4188716,0.11803019,-1.764077,-1.263543,-0.6547946,1.38157319
4/23/17 0:00,-0.6264646,-1.8491758,-1.6481,-1.562643,1.0216354,-0.2865328
4/24/17 0:00,-0.503685,-2.6729221,-1.635892,-1.049901,1.132207,-1.6230211
4/25/17 0:00,-1.9329857,-2.218525,-1.587059,-0.3631924,-0.3459267,-1.8553326
4/26/17 0:00,-2.029327,-1.9131541,-1.492446,-0.4700137,-0.536881,-1.4431404
4/27/17 0:00,-3.2041879,-1.3721052,-1.559591,-0.3143598,-1.6445969,-1.0577454
4/28/17 0:00,-4.8492117,-0.82842124,-1.742713,-0.912559,-3.1064987,0.08413776
4/29/17 0:00,-3.0658429,0.106128216,-1.785442,-0.6775522,-1.2804009,0.783680416
4/30/17 0:00,-3.2045345,-0.164693,-1.696933,-0.8667785,-1.5076015,0.7020855
5/1/17 0:00,-4.2517567,-1.8320484,-1.703037,-1.638944,-2.5487197,-0.1931044
5/2/17 0:00,-3.0688992,-2.6095676,-1.925835,-1.556539,-1.1430642,-1.0530286
5/3/17 0:00,-3.0730705,-2.0415835,-2.261559,-1.699985,-0.8115115,-0.3415985
5/4/17 0:00,-3.2663589,-1.8697222,-2.450786,-1.361208,-0.8155729,-0.5085142
5/5/17 0:00,-3.245922,-2.047843,-2.447734,-0.7935296,-0.798188,-1.2543134
5/6/17 0:00,-3.1566577,-2.6637826,-2.383641,-0.7508011,-0.7730167,-1.9129815
5/7/17 0:00,-4.1516323,-1.7329102,-2.365329,-0.8087898,-1.7863033,-0.9241204
5/8/17 0:00,-0.4782138,-0.6755898,-2.313444,-0.32962,1.8352302,-0.3459698
5/9/17 0:00,1.0317183,-0.6126611,-2.154738,-0.4639096,3.1864563,-0.1487515
5/10/17 0:00,-1.3638695,1.5802975,-2.057073,-0.7599572,0.6932035,2.3402547
5/11/17 0:00,-3.991619,1.9620285,-2.063177,-0.576835,-1.928442,2.5388635
5/12/17 0:00,-5.0807705,0.109763026,-2.041813,-0.3815046,-3.0389575,0.491267626
5/13/17 0:00,-4.6281185,-1.2443733,-1.901419,-0.662292,-2.7266995,-0.5820813
5/14/17 0:00,-4.514799,-1.2387697,-1.773234,-0.3448802,-2.741565,-0.8938895
5/15/17 0:00,-4.091229,-1.0612925,-1.794598,-0.4883259,-2.296631,-0.5729666
5/16/17 0:00,0.8220055,1.209257,-1.907523,-0.16481,2.7295285,1.374067
5/17/17 0:00,-2.4906678,-2.8006692,-2.044865,-0.3631924,-0.4458028,-2.4374768
5/18/17 0:00,-2.652078,-4.563592,-2.078437,-0.4272852,-0.573641,-4.1363068
5/19/17 0:00,2.0303464,-3.562614,-1.959408,-0.3540363,3.9897544,-3.2085777
5/20/17 0:00,1.2401171,-1.9786428,-1.736609,-0.3754005,2.9767261,-1.6032423
5/21/17 0:00,-1.7994878,-1.8558072,-1.611475,-0.1281856,-0.1880128,-1.7276216
5/22/17 0:00,-2.5376813,-2.6643906,-1.651152,-0.07324889,-0.8865293,-2.59114171
5/23/17 0:00,-1.3428652,-2.9891796,-1.79765,-0.3479322,0.4547848,-2.6412474
5/24/17 0:00,-2.6356144,-3.353706,-1.96246,-0.579887,-0.6731544,-2.773819
5/25/17 0:00,-4.123929,-3.2765179,-1.97772,-0.6287196,-2.146209,-2.6477983
5/26/17 0:00,0.45421505,0.12285018,-1.834274,-0.6897603,2.28848905,0.81261048
5/27/17 0:00,-0.119674444,5.127371,-1.587059,-0.5463146,1.467384556,5.6736856
5/28/17 0:00,-2.7689748,0.22262383,-1.410041,-0.1312376,-1.3589338,0.35386143
5/29/17 0:00,-4.2386813,-1.1370548,-1.297116,0.07630093,-2.9415653,-1.21335573
5/30/17 0:00,-2.039797,-2.6510887,-1.242179,-0.2594231,-0.797618,-2.3916656
5/31/17 0:00,2.6945171,0.45950437,-1.205555,-0.7141767,3.9000721,1.17368107
6/1/17 0:00,2.474582,1.9362888,-1.165878,-0.3448802,3.64046,2.281169
6/2/17 0:00,-1.7871552,-0.21499062,-1.135358,-0.2105906,-0.6517972,-0.00440002
6/3/17 0:00,-5.853979,-1.1913179,-1.13841,-0.3235159,-4.715569,-0.867802
6/4/17 0:00,-7.2146626,-1.3121853,-1.144514,-0.2838394,-6.0701486,-1.0283459
6/5/17 0:00,-6.953621,-0.34589624,-1.098733,-0.1739661,-5.854888,-0.17193014
6/6/17 0:00,-4.6537614,-0.9646133,-0.98886,-0.4455974,-3.6649014,-0.5190159
6/7/17 0:00,-6.3463917,-2.2654428,-0.82405,-0.5493667,-5.5223417,-1.7160761
6/8/17 0:00,-7.609767,-3.9375055,-0.6928124,-0.3662444,-6.9169546,-3.5712611
6/9/17 0:00,-8.5264635,-5.0011826,-0.6928124,-0.2105906,-7.8336511,-4.790592
6/10/17 0:00,-12.500654,-5.041654,-0.8576224,-0.3601404,-11.6430316,-4.6815136
6/11/17 0:00,-12.40414,-3.600504,-1.010224,-0.6897603,-11.393916,-2.9107437
6/12/17 0:00,-9.109987,-3.0205667,-1.092629,-0.9400274,-8.017358,-2.0805393
6/13/17 0:00,-10.040676,-1.7291437,-1.101785,-0.3357241,-8.938891,-1.3934196
6/14/17 0:00,-6.937633,-0.6658387,-1.065161,0.2624752,-5.872472,-0.9283139
6/15/17 0:00,-3.6234822,-0.009563208,-0.9827559,0.4242331,-2.6407263,-0.433796308
6/16/17 0:00,-6.595403,-1.6993759,-0.8667785,-0.09766518,-5.7286245,-1.60171072
6/17/17 0:00,-4.076923,-4.642323,-0.7691133,-0.32962,-3.3078097,-4.312703
6/18/17 0:00,-3.8018694,-3.7349718,-0.6317717,-0.1770182,-3.1700977,-3.5579536
6/19/17 0:00,-1.9393117,-0.6809747,-0.5066381,-0.082405,-1.4326736,-0.5985697
6/20/17 0:00,-2.776269,-2.1300962,-0.4822218,-0.03662444,-2.2940472,-2.09347176
6/21/17 0:00,0.45350266,2.9761078,-0.5493667,0.1556539,1.00286936,2.8204539
6/22/17 0:00,4.3345394,7.616398,-0.6043033,-0.2624752,4.9388427,7.8788732
6/23/17 0:00,2.5484414,10.886322,-0.6134594,-0.3265679,3.1619008,11.2128899
6/24/17 0:00,4.776309,12.279271,-0.6439798,0.1403937,5.4202888,12.1388773
6/25/17 0:00,6.158051,4.3010597,-0.6195635,0.1220815,6.7776145,4.1789782
6/26/17 0:00,-0.97120273,0.30400062,-0.4669617,-0.02746833,-0.50424103,0.33146895
6/27/17 0:00,-4.8667207,-4.0162015,-0.3784526,-0.1403937,-4.4882681,-3.8758078
6/28/17 0:00,-6.844301,-1.5665864,-0.4700137,0.4181291,-6.3742873,-1.9847155
6/29/17 0:00,-2.0412726,4.4915977,-0.6470318,0.1037693,-1.3942408,4.3878284
6/30/17 0:00,-4.257807,-1.4195467,-0.7141767,0.01526019,-3.5436303,-1.43480689
7/1/17 0:00,-0.12246394,0.5186523,-0.6378757,0.3357241,0.51541176,0.1829282
7/2/17 0:00,1.6454858,-0.47003305,-0.5402105,-0.16481,2.1856963,-0.30522305
7/3/17 0:00,1.5417696,2.428735,-0.4761178,0.4333892,2.0178874,1.9953458
7/4/17 0:00,0.04615426,3.5349672,-0.49443,0.4181291,0.54058426,3.1168381
7/5/17 0:00,1.5819625,8.142302,-0.5371585,0.0579887,2.119121,8.0843133
7/6/17 0:00,-0.31113136,8.895201,-0.5981992,0.3021517,0.28706784,8.5930493
7/7/17 0:00,3.5851033,7.806567,-0.744697,-0.4761178,4.3298003,8.2826848
7/8/17 0:00,3.155356,4.3796144,-1.010224,-0.1892263,4.16558,4.5688407
7/9/17 0:00,-0.62151504,-1.4258674,-1.239127,-0.2563711,0.61761196,-1.1694963
7/10/17 0:00,-3.4688735,-5.9599786,-1.242179,-0.5707309,-2.2266945,-5.3892477
7/11/17 0:00,-5.1365,-5.3617964,-1.089577,-0.1281856,-4.046923,-5.2336108
7/12/17 0:00,-6.8037567,-3.439293,-0.9278193,-0.01220815,-5.8759374,-3.42708485
7/13/17 0:00,-1.6426895,0.9266273,-0.8118418,-0.009156111,-0.8308477,0.935783411
7/14/17 0:00,2.8641324,4.227815,-0.6989165,0.06714481,3.5630489,4.16067019
7/15/17 0:00,-1.6574899,-2.1875196,-0.6378757,0.6378757,-1.0196142,-2.8253953
7/16/17 0:00,-5.682906,-1.3852117,-0.5646268,0.8789867,-5.1182792,-2.2641984
7/17/17 0:00,-2.5852182,4.671942,-0.4303372,0.5310544,-2.154881,4.1408876
7/18/17 0:00,0.5640713,3.32304,-0.1892263,0.2868915,0.7532976,3.0361485
7/19/17 0:00,1.8656412,-1.8856181,0.003052037,0.8576224,1.862589163,-2.7432405
7/20/17 0:00,2.0119984,-2.1937566,0.06409278,0.5127422,1.94790562,-2.7064988
7/21/17 0:00,-1.4374666,1.131647,-0.1007172,0.2838394,-1.3367494,0.8478076
7/22/17 0:00,5.965562,1.321549,-0.3082557,0.2624752,6.2738177,1.0590738
7/23/17 0:00,-3.3553329,3.9335747,-0.2899435,0.662292,-3.0653894,3.2712827
7/24/17 0:00,5.8840613,0.84602547,-0.05493667,0.7874255,5.93899797,0.05859997
7/25/17 0:00,4.50994,-0.07156956,0.2319548,-0.0244163,4.2779852,-0.04715326
7/26/17 0:00,0.97502804,2.1127405,0.332672,0.2350069,0.64235604,1.8777336
7/27/17 0:00,-3.630734,4.5227795,0.1007172,0.2166946,-3.7314512,4.3060849
7/28/17 0:00,-3.1741214,4.1336493,-0.3479322,0.5005341,-2.8261892,3.6331152
7/29/17 0:00,-1.0079803,4.4988303,-0.7904776,0.003052037,-0.2175027,4.495778263
7/30/17 0:00,6.321758,1.7040833,-1.095681,-0.5432626,7.417439,2.2473459
7/31/17 0:00,-4.0999227,2.3387334,-1.056005,-0.0244163,-3.0439177,2.3631497
8/1/17 0:00,1.8131375,3.23729,-0.6256676,0.4089729,2.4388051,2.8283171
8/2/17 0:00,-0.6832528,0.23829746,-0.1709141,1.181138,-0.5123387,-0.94284054
